Date,Major events,Details,NYT N1 (Titles),NYT N2,NYT N3,Label,Indicator,event_id,events_entities,entities_labels,KeyPhrases,Actions,matching_articles,normalized_entities,Combined_entities,actor_entities,geo_entities,similarity_scores_Title,article_sim_id_Title,temporal_scores,article_id,article_title,match_score,similarity_score,temporal_score,final_scores,match_Labels
2022-09-21,,,,,,,,b70baa4d9db0c98789abf292f32579f71f057f1072a8f6eaf309bcf301bc1138,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-22,,,,,,,,90fd7a24eca23ff4f9863fd8a8901db639c6e7112a9cc8443c8717fd5c399cf7,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-23,,,,,,,,de6a6052782ea1d5eef76cd4a3228464a08011445fa9c9cb38475adfa8ac995c,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-24,,,,,,,,b0dd4b173ea5043cbaca07c8b0a27df7534eca1ca18df49473e6d42b8866fff8,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-25,,,,,,,,644e8cc4edd6aded94a0659015b8cb505225bfcb1da6ea169e159d77095f991f,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-26,,,,,,,,e40dc91c129893b1c9152901feb16d88bee81098990618014f12f3c20615f3f6,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-27,,,,,,,,03ea1b8d4e6095944ef7a17c78600866431bfa8f5456339434f39683d2aedf7c,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-28,,,,,,,,956abe45c7a29635f2b2bcfd14836892de339685d267ca4cd9c308900dc47848,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-29,,,,,,,,90f159b86ba33e7389e009448a97151046dee5a85799818d52e84ec9e4c514f6,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-09-30,,,,,,,,be6b6856251eed7c0dcda1ebaf2ebfb29ebca55be64e07fc2e09735935fa5013,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-01,,,,,,,,0cfbb365663ce98474dc7bf238c754a8cd8f0d5e7f4abed44c52618ddf8e8ee3,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-02,TPLF announced it has withdrawn from Northe Wollo Zone in Amhara,,,,,,,e71a1c71835b3a2970553eeee3f7db77c6cca7981c90cf3c0c7d3b08a1391e4f,"['TPLF', 'Northe Wollo Zone', 'Amhara']","['ORG', 'LOC', 'GPE']",['northe wollo zone'],[],"[36, 58, 81, 116, 124, 138, 190, 196, 261, 321, 343, 346, 350, 351, 357, 359, 381, 385, 392, 399, 438, 440, 442, 446, 506, 613, 620, 637, 645, 674, 679, 681, 716, 719, 726, 727, 753, 776, 792, 883, 921, 963, 966, 968, 989, 1005, 1182, 1238, 1242, 1245, 1247, 1252, 1275, 1320, 1338, 1399, 1444, 1523, 1530, 1624, 1717, 1804, 1829, 1910, 1919, 1923, 2104, 2116, 2133, 2174, 2176, 2179, 2183, 2184, 2189, 2194, 2202, 2216, 2220, 2221, 2222, 2225, 2289, 2361, 2389, 2470, 2501, 2756, 2824, 2841, 2844, 2847, 2852, 2856, 2862, 2866, 2881, 2884, 2889, 2900, 2901, 2910, 2934, 2976, 3008, 3132, 3147, 3152, 3159, 3199, 3252, 3265, 3267, 3309]","['tplf', 'northe wollo zone', 'amhara']","['tplf', 'northe wollo zone', 'amhara']",['tplf'],"['northe wollo zone', 'amhara']","[0.38747918605804443, 0.4340105652809143, 0.5351308584213257, 0.39651721715927124, 0.446380615234375, 0.4474989175796509, 0.4212561249732971, 0.4774029850959778, 0.34949254989624023, 0.46491312980651855, 0.43602800369262695, 0.39537230134010315, 0.5045908093452454, 0.40412265062332153, 0.4394402503967285, 0.45420074462890625, 0.38940727710723877, 0.5548327565193176, 0.42728567123413086, 0.4279634952545166, 0.3924267888069153, 0.4218943119049072, 0.41973093152046204, 0.4637896716594696, 0.39229679107666016, 0.4565289616584778, 0.4245823323726654, 0.5487557649612427, 0.410963237285614, 0.3952599763870239, 0.4777538478374481, 0.48054593801498413, 0.4725624620914459, 0.48633694648742676, 0.46243733167648315, 0.4489908218383789, 0.476807564496994, 0.3768475651741028, 0.44131577014923096, 0.45288681983947754, 0.4039459526538849, 0.443043053150177, 0.5051940679550171, 0.45257338881492615, 0.38397806882858276, 0.5285733938217163, 0.5023168325424194, 0.4121807813644409, 0.4371625483036041, 0.4624248743057251, 0.44595545530319214, 0.41766342520713806, 0.44854578375816345, 0.5125377774238586, 0.39487677812576294, 0.42205387353897095, 0.4484299123287201, 0.43714195489883423, 0.4517509341239929, 0.4400896430015564, 0.418861985206604, 0.4362199604511261, 0.4126611649990082, 0.45784127712249756, 0.4683981239795685, 0.38958024978637695, 0.5419513583183289, 0.3309672474861145, 0.45381009578704834, 0.37621527910232544, 0.49790921807289124, 0.36847251653671265, 0.36933213472366333, 0.4089452624320984, 0.40796130895614624, 0.34063681960105896, 0.4628259837627411, 0.48889440298080444, 0.40303105115890503, 0.5439420938491821, 0.40303105115890503, 0.522013783454895, 0.5333899855613708, 0.5246899127960205, 0.5185283422470093, 0.7125458717346191, 0.4354856610298157, 0.4798903465270996, 0.5498049259185791, 0.3571205139160156, 0.4306234121322632, 0.4916298985481262, 0.4302646815776825, 0.5305646657943726, 0.4263749122619629, 0.40558961033821106, 0.4041898250579834, 0.5221445560455322, 0.45435240864753723, 0.3685438632965088, 0.43176090717315674, 0.4467651844024658, 0.5450835227966309, 0.5053889155387878, 0.46420052647590637, 0.4472983479499817, 0.45814430713653564, 0.46935078501701355, 0.490757554769516, 0.508545994758606, 0.43919649720191956, 0.482809841632843, 0.5453654527664185, 0.4693029820919037]","[36, 58, 81, 116, 124, 138, 190, 196, 261, 321, 343, 346, 350, 351, 357, 359, 381, 385, 392, 399, 438, 440, 442, 446, 506, 613, 620, 637, 645, 674, 679, 681, 716, 719, 726, 727, 753, 776, 792, 883, 921, 963, 966, 968, 989, 1005, 1182, 1238, 1242, 1245, 1247, 1252, 1275, 1320, 1338, 1399, 1444, 1523, 1530, 1624, 1717, 1804, 1829, 1910, 1919, 1923, 2104, 2116, 2133, 2174, 2176, 2179, 2183, 2184, 2189, 2194, 2202, 2216, 2220, 2221, 2222, 2225, 2289, 2361, 2389, 2470, 2501, 2756, 2824, 2841, 2844, 2847, 2852, 2856, 2862, 2866, 2881, 2884, 2889, 2900, 2901, 2910, 2934, 2976, 3008, 3132, 3147, 3152, 3159, 3199, 3252, 3265, 3267, 3309]","{36: 0.5562, 58: 0.457, 81: 0.4999, 116: 0.8521, 124: 0.7866, 138: 0.6188, 190: 0.5363, 196: 0.7261, 261: 0.457, 321: 0.9737, 343: 0.6355, 346: 0.5809, 350: 0.6703, 351: 0.6293, 357: 0.5363, 359: 0.6188, 381: 0.6188, 385: 0.5809, 392: 0.9231, 399: 0.707, 438: 0.5866, 440: 0.6527, 442: 0.5866, 446: 0.7458, 506: 0.7659, 613: 0.6025, 620: 0.6025, 637: 0.6817, 645: 0.9481, 674: 0.6527, 679: 0.8521, 681: 0.6025, 716: 0.7261, 719: 0.6293, 726: 0.6188, 727: 0.5415, 753: 0.707, 776: 0.5562, 792: 0.5134, 883: 0.6884, 921: 0.4999, 963: 0.6527, 966: 0.5273, 968: 0.457, 989: 0.7261, 1005: 0.7261, 1182: 0.7866, 1238: 0.6025, 1242: 0.6025, 1245: 0.5866, 1247: 0.6355, 1252: 0.5866, 1275: 0.7659, 1320: 0.5134, 1338: 0.6703, 1399: 0.7659, 1444: 0.5134, 1523: 0.5866, 1530: 0.8521, 1624: 0.6025, 1717: 0.5562, 1804: 0.7458, 1829: 0.7458, 1910: 0.7458, 1919: 0.8752, 1923: 0.5712, 2104: 0.6025, 2116: 0.7458, 2133: 0.4868, 2174: 0.5712, 2176: 0.5809, 2179: 0.5866, 2183: 0.5363, 2184: 0.5712, 2189: 0.6355, 2194: 0.5363, 2202: 0.7458, 2216: 0.7458, 2220: 0.6025, 2221: 0.7385, 2222: 0.5712, 2225: 0.457, 2289: 0.5562, 2361: 0.6355, 2389: 0.7659, 2470: 0.6817, 2501: 0.6884, 2756: 0.6025, 2824: 0.5809, 2841: 0.6025, 2844: 0.495, 2847: 0.6188, 2852: 0.6293, 2856: 0.6355, 2862: 0.5809, 2866: 0.5809, 2881: 0.6293, 2884: 0.5866, 2889: 0.5809, 2900: 0.707, 2901: 0.6025, 2910: 0.6188, 2934: 0.7458, 2976: 0.7458, 3008: 0.6188, 3132: 0.6703, 3147: 0.5866, 3152: 0.5866, 3159: 0.6188, 3199: 0.7458, 3252: 0.6188, 3265: 0.7659, 3267: 0.5809, 3309: 0.7458}",[2470],['ethiopia tigray rebels withdraw from parts of amhara'],[0.7125458717346191],[0.48],[0.6817],[0.5723792677963625],Valid
2022-10-03,,,,,,,,55b76525d6dee1db47e8758dc2a8355a34b676a90df99298bf8467f0ada3a52b,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-04,,,,,,,,26cc35ad5848c3b45e262d3c3910ffbdda2a728c0fdda374346e789aeaa04daa,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-05,,,,,,,,3d600cc24f783b4e6e8f87cdecda9727effd4c3a0cf6a94e94c65fc1cb50c194,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-06,,,,,,,,df5e4a5634912f5e335a4a437ae54faa2a486f729be301c2439a6ad182e687e6,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-07,,,,,,,,6489e964e5357f51044f79bdc548a20c785361c1fabfc7eb14c32352ba625d62,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-08,,,,,,,,8a56493ec6af5bbad01f11ccfbd571f812980b6a504f6da7c5e88fb1ef131f37,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-09,,,,,,,,ff9eded730d52c8a2a32ede68d0545554ca6b95325acc3f1a9d3d854f7957f21,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-10,TPLF called for full mobilisation of Tigray population,,,,,,,86c1c0dc170fe3d47665484a6f8c8b053e990395e38cd29fc3dc07bd9067545e,"['TPLF', 'Tigray']","['ORG', 'NORP']","['tigray population', 'full mobilisation']",[],"[28, 46, 58, 116, 124, 130, 138, 190, 196, 261, 269, 307, 321, 343, 346, 350, 351, 357, 359, 381, 385, 392, 399, 417, 440, 446, 506, 578, 613, 620, 637, 645, 674, 679, 681, 716, 719, 726, 753, 808, 816, 883, 963, 967, 968, 989, 1005, 1182, 1235, 1238, 1242, 1247, 1275, 1288, 1338, 1398, 1399, 1410, 1426, 1530, 1570, 1624, 1804, 1829, 1910, 1919, 2104, 2116, 2176, 2183, 2189, 2194, 2202, 2216, 2220, 2221, 2225, 2361, 2389, 2448, 2470, 2501, 2569, 2756, 2824, 2829, 2841, 2844, 2847, 2852, 2856, 2862, 2864, 2866, 2869, 2877, 2881, 2888, 2889, 2895, 2900, 2901, 2910, 2934, 2976, 3008, 3132, 3148, 3159, 3164, 3199, 3252, 3265, 3267, 3309]","['tplf', 'tigray']","['tplf', 'tigray']","['tplf', 'tigray']",[],"[0.5308921337127686, 0.44939547777175903, 0.404721200466156, 0.4229315221309662, 0.5061659812927246, 0.50081467628479, 0.6283276081085205, 0.5158957242965698, 0.5905728936195374, 0.4499019980430603, 0.4994036555290222, 0.6072490811347961, 0.5280068516731262, 0.5553582310676575, 0.4623306393623352, 0.5773254632949829, 0.5090585947036743, 0.4060860872268677, 0.47549429535865784, 0.5008794665336609, 0.621681809425354, 0.49877482652664185, 0.5428411364555359, 0.6219384670257568, 0.4767844080924988, 0.46200835704803467, 0.467978298664093, 0.5146563053131104, 0.5447344779968262, 0.5033903121948242, 0.6284896731376648, 0.5486658215522766, 0.48773425817489624, 0.5287173986434937, 0.5337756276130676, 0.5302531719207764, 0.5317680835723877, 0.5625967979431152, 0.5321465730667114, 0.5074674487113953, 0.4948054850101471, 0.546556830406189, 0.6050670146942139, 0.47854894399642944, 0.5671231150627136, 0.4260135889053345, 0.6478997468948364, 0.47621071338653564, 0.5056880712509155, 0.5761563181877136, 0.557487964630127, 0.49147242307662964, 0.5903884172439575, 0.5243381857872009, 0.47864532470703125, 0.5805009603500366, 0.4185371994972229, 0.588136613368988, 0.4727068841457367, 0.5109739899635315, 0.5064235925674438, 0.5029696226119995, 0.6880888938903809, 0.46902960538864136, 0.4823518991470337, 0.5789293050765991, 0.5406781435012817, 0.42035973072052, 0.5448177456855774, 0.5317114591598511, 0.4328789710998535, 0.43479421734809875, 0.5257689356803894, 0.7000876665115356, 0.5466728210449219, 0.6301533579826355, 0.46749192476272583, 0.5206626653671265, 0.6571131348609924, 0.45082908868789673, 0.5912288427352905, 0.5537827014923096, 0.4158826172351837, 0.5310689210891724, 0.5942074060440063, 0.6400542259216309, 0.4338536858558655, 0.42302680015563965, 0.49406933784484863, 0.47777342796325684, 0.6387540102005005, 0.5415256023406982, 0.5873920917510986, 0.5425385236740112, 0.435977578163147, 0.563450276851654, 0.5516858696937561, 0.5475402474403381, 0.5332987308502197, 0.5756322741508484, 0.5153758525848389, 0.546522855758667, 0.48331695795059204, 0.4939952790737152, 0.5571616291999817, 0.5961927175521851, 0.5967016220092773, 0.5252128839492798, 0.5172128677368164, 0.6219304800033569, 0.6942258477210999, 0.5541154146194458, 0.6111119389533997, 0.6148513555526733, 0.6170957088470459]","[28, 46, 58, 116, 124, 130, 138, 190, 196, 261, 269, 307, 321, 343, 346, 350, 351, 357, 359, 381, 385, 392, 399, 417, 440, 446, 506, 578, 613, 620, 637, 645, 674, 679, 681, 716, 719, 726, 753, 808, 816, 883, 963, 967, 968, 989, 1005, 1182, 1235, 1238, 1242, 1247, 1275, 1288, 1338, 1398, 1399, 1410, 1426, 1530, 1570, 1624, 1804, 1829, 1910, 1919, 2104, 2116, 2176, 2183, 2189, 2194, 2202, 2216, 2220, 2221, 2225, 2361, 2389, 2448, 2470, 2501, 2569, 2756, 2824, 2829, 2841, 2844, 2847, 2852, 2856, 2862, 2864, 2866, 2869, 2877, 2881, 2888, 2889, 2895, 2900, 2901, 2910, 2934, 2976, 3008, 3132, 3148, 3159, 3164, 3199, 3252, 3265, 3267, 3309]","{28: 0.8, 46: 0.457, 58: 0.9737, 116: 0.6884, 124: 0.6355, 130: 0.457, 138: 0.4999, 190: 0.9231, 196: 0.5866, 261: 0.9737, 269: 0.495, 307: 0.457, 321: 0.7866, 343: 0.5134, 346: 0.8988, 350: 0.5415, 351: 0.8752, 357: 0.9231, 359: 0.4999, 381: 0.4999, 385: 0.8988, 392: 0.7458, 399: 0.5712, 417: 0.7385, 440: 0.5273, 446: 0.6025, 506: 0.6188, 578: 0.495, 613: 0.4868, 620: 0.4868, 637: 0.8521, 645: 0.7659, 674: 0.5273, 679: 0.6884, 681: 0.4868, 716: 0.5866, 719: 0.8752, 726: 0.4999, 753: 0.5712, 808: 0.495, 816: 0.495, 883: 0.5562, 963: 0.5273, 967: 0.6817, 968: 0.9737, 989: 0.5866, 1005: 0.5866, 1182: 0.6355, 1235: 0.6817, 1238: 0.4868, 1242: 0.4868, 1247: 0.5134, 1275: 0.6188, 1288: 0.457, 1338: 0.5415, 1398: 0.457, 1399: 0.6188, 1410: 0.457, 1426: 0.5363, 1530: 0.6884, 1570: 0.8, 1624: 0.4868, 1804: 0.6025, 1829: 0.6025, 1910: 0.6025, 1919: 0.707, 2104: 0.4868, 2116: 0.6025, 2176: 0.8988, 2183: 0.9231, 2189: 0.5134, 2194: 0.9231, 2202: 0.6025, 2216: 0.6025, 2220: 0.4868, 2221: 0.8297, 2225: 0.9737, 2361: 0.5134, 2389: 0.6188, 2448: 0.495, 2470: 0.8521, 2501: 0.5562, 2569: 0.457, 2756: 0.4868, 2824: 0.8988, 2829: 0.8, 2841: 0.4868, 2844: 0.9481, 2847: 0.4999, 2852: 0.8752, 2856: 0.5134, 2862: 0.8988, 2864: 0.457, 2866: 0.8988, 2869: 0.5809, 2877: 0.457, 2881: 0.8752, 2888: 0.457, 2889: 0.8988, 2895: 0.457, 2900: 0.5712, 2901: 0.4868, 2910: 0.4999, 2934: 0.6025, 2976: 0.6025, 3008: 0.4999, 3132: 0.5415, 3148: 0.6817, 3159: 0.4999, 3164: 0.457, 3199: 0.6025, 3252: 0.4999, 3265: 0.6188, 3267: 0.8988, 3309: 0.6025}",[385],['tplf also accepts au proposal to sit down and negotiate peace with ethiopian government'],[0.621681809425354],[0.38461538461538464],[0.8988],[0.550391786017991],Valid
2022-10-11,,,,,,,,7e4bf02699b14eaf9c8e2ae00d181dd5ae3b82ade6e6ed1d3f34621e189a9f22,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-12,,,,,,,,77f0ed52bfcbadea7c59fc2c2c636cf85182d3cfafdec9218d0e14f4b990e8de,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-13,,,,,,,,83f51134cc3c73bc97bc2ec9c9fcb09b376f99c3549168b9a107524ae30664d7,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-14,,,,,,,,1c99079347042b61b6fc7a7a92e2c0d58afb8a0e0703d75fc66d7a65c2bb5668,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-15,,,,,,,,0dbd0b9dc4c423a9c5b5afec3ab2712451e3f3f70434fa4fb19b2276d245ca56,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-16,,,,,,,,936ba48fb164aef87931a89a8f107667b76274355202bad69d8159a3a73479be,[],[],[],[],,[],[],[],[],,,[],,,,,,,Invalid
2022-10-17,Strategic town Shire fell to ENDF,,,,,,,3fbdac88569822ef64368d0aaf513137f43ad0fd0dbe8e47fba0a0c42d6d386f,"['Shire', 'ENDF']","['GPE', 'ORG']",['strategic town shire'],[],"[28, 39, 46, 48, 49, 50, 53, 58, 116, 124, 130, 190, 196, 250, 261, 264, 269, 307, 321, 322, 323, 328, 329, 346, 347, 349, 351, 357, 385, 392, 401, 403, 415, 416, 417, 446, 506, 578, 637, 645, 679, 716, 719, 802, 808, 816, 817, 825, 917, 933, 967, 968, 989, 1005, 1043, 1182, 1235, 1243, 1275, 1288, 1364, 1398, 1399, 1410, 1422, 1426, 1454, 1530, 1570, 1625, 1804, 1829, 1910, 1919, 2043, 2116, 2167, 2169, 2171, 2173, 2176, 2183, 2194, 2202, 2204, 2216, 2217, 2221, 2225, 2260, 2347, 2389, 2448, 2470, 2569, 2822, 2824, 2826, 2829, 2844, 2850, 2852, 2862, 2864, 2866, 2869, 2874, 2875, 2877, 2878, 2881, 2888, 2889, 2894, 2895, 2903, 2934, 2958, 2961, 2976, 3032, 3148, 3164, 3176, 3199, 3265, 3267, 3309]","['shire', 'endf']","['endf', 'shire']",['endf'],['shire'],"[0.4433594346046448, 0.38563424348831177, 0.42473360896110535, 0.4555816054344177, 0.3451518416404724, 0.43591898679733276, 0.4201454222202301, 0.40487903356552124, 0.38756540417671204, 0.3756260275840759, 0.4719392955303192, 0.4406341314315796, 0.45428168773651123, 0.37125536799430847, 0.31526270508766174, 0.3943343162536621, 0.4109443128108978, 0.43387776613235474, 0.3820074796676636, 0.4104704260826111, 0.4575009346008301, 0.40612322092056274, 0.45315513014793396, 0.3497202396392822, 0.4511250853538513, 0.40071621537208557, 0.33840468525886536, 0.4081737697124481, 0.4231170117855072, 0.4510534703731537, 0.5026923418045044, 0.47749143838882446, 0.37926775217056274, 0.37389981746673584, 0.4210672676563263, 0.4376099407672882, 0.3503524959087372, 0.4499170184135437, 0.4118490219116211, 0.4303075075149536, 0.44888725876808167, 0.44737082719802856, 0.44989919662475586, 0.4357295632362366, 0.34582120180130005, 0.42049044370651245, 0.43763720989227295, 0.41934582591056824, 0.48051828145980835, 0.35168537497520447, 0.3603072464466095, 0.4059846103191376, 0.3996453285217285, 0.4213898777961731, 0.5344531536102295, 0.5446186065673828, 0.3924362063407898, 0.5422161221504211, 0.4505489468574524, 0.47060105204582214, 0.38696110248565674, 0.45430147647857666, 0.3759496212005615, 0.4744851887226105, 0.4081915318965912, 0.39844366908073425, 0.43415993452072144, 0.4355847239494324, 0.4518408477306366, 0.4081905484199524, 0.4059975743293762, 0.36854028701782227, 0.3955729305744171, 0.4552758038043976, 0.4352864623069763, 0.369518905878067, 0.42838987708091736, 0.41219356656074524, 0.3952178955078125, 0.3627977967262268, 0.40613240003585815, 0.32618701457977295, 0.34801381826400757, 0.43947499990463257, 0.3882139325141907, 0.4249194264411926, 0.45613670349121094, 0.4063900113105774, 0.505035936832428, 0.4802889823913574, 0.3598667085170746, 0.4189746379852295, 0.3897084593772888, 0.5408891439437866, 0.4354856014251709, 0.6675924062728882, 0.35111939907073975, 0.4068467617034912, 0.42253223061561584, 0.39030373096466064, 0.42067751288414, 0.3770830035209656, 0.3712393045425415, 0.40424859523773193, 0.3816313147544861, 0.3475329279899597, 0.3910139203071594, 0.39442554116249084, 0.42691758275032043, 0.41133642196655273, 0.3754083514213562, 0.4243643879890442, 0.39959022402763367, 0.3535690903663635, 0.3991698920726776, 0.44486773014068604, 0.4119458496570587, 0.47971537709236145, 0.470451295375824, 0.45373284816741943, 0.43268918991088867, 0.4658603072166443, 0.42268040776252747, 0.4134178161621094, 0.39347222447395325, 0.3923987150192261, 0.4243031144142151, 0.4479052424430847]","[28, 39, 46, 48, 49, 50, 53, 58, 116, 124, 130, 190, 196, 250, 261, 264, 269, 307, 321, 322, 323, 328, 329, 346, 347, 349, 351, 357, 385, 392, 401, 403, 415, 416, 417, 446, 506, 578, 637, 645, 679, 716, 719, 802, 808, 816, 817, 825, 917, 933, 967, 968, 989, 1005, 1043, 1182, 1235, 1243, 1275, 1288, 1364, 1398, 1399, 1410, 1422, 1426, 1454, 1530, 1570, 1625, 1804, 1829, 1910, 1919, 2043, 2116, 2167, 2169, 2171, 2173, 2176, 2183, 2194, 2202, 2204, 2216, 2217, 2221, 2225, 2260, 2347, 2389, 2448, 2470, 2569, 2822, 2824, 2826, 2829, 2844, 2850, 2852, 2862, 2864, 2866, 2869, 2874, 2875, 2877, 2878, 2881, 2888, 2889, 2894, 2895, 2903, 2934, 2958, 2961, 2976, 3032, 3148, 3164, 3176, 3199, 3265, 3267, 3309]","{28: 0.8297, 39: 0.7385, 46: 0.8, 48: 0.7385, 49: 0.6817, 50: 0.7385, 53: 0.495, 58: 0.8079, 116: 0.5712, 124: 0.5273, 130: 0.8, 190: 0.7659, 196: 0.4868, 250: 0.5363, 261: 0.8079, 264: 0.7385, 269: 0.9737, 307: 0.8, 321: 0.6527, 322: 0.5809, 323: 0.6817, 328: 0.457, 329: 0.457, 346: 0.7458, 347: 0.5363, 349: 0.5809, 351: 0.7261, 357: 0.7659, 385: 0.7458, 392: 0.6188, 401: 0.6817, 403: 0.7385, 415: 0.457, 416: 0.457, 417: 0.8521, 446: 0.4999, 506: 0.5134, 578: 0.9737, 637: 0.707, 645: 0.6355, 679: 0.5712, 716: 0.4868, 719: 0.7261, 802: 0.6293, 808: 0.9737, 816: 0.9737, 817: 0.5809, 825: 0.457, 917: 0.7385, 933: 0.5809, 967: 0.8752, 968: 0.8079, 989: 0.4868, 1005: 0.4868, 1043: 0.6817, 1182: 0.5273, 1235: 0.8752, 1243: 0.6817, 1275: 0.5134, 1288: 0.8, 1364: 0.495, 1398: 0.8, 1399: 0.5134, 1410: 0.8, 1422: 0.5363, 1426: 0.9481, 1454: 0.6293, 1530: 0.5712, 1570: 0.8297, 1625: 0.457, 1804: 0.4999, 1829: 0.4999, 1910: 0.4999, 1919: 0.5866, 2043: 0.7385, 2116: 0.4999, 2167: 0.457, 2169: 0.5809, 2171: 0.5809, 2173: 0.5363, 2176: 0.7458, 2183: 0.7659, 2194: 0.7659, 2202: 0.4999, 2204: 0.457, 2216: 0.4999, 2217: 0.6817, 2221: 0.6884, 2225: 0.8079, 2260: 0.6817, 2347: 0.495, 2389: 0.5134, 2448: 0.9737, 2470: 0.707, 2569: 0.8, 2822: 0.457, 2824: 0.7458, 2826: 0.7385, 2829: 0.8297, 2844: 0.7866, 2850: 0.5363, 2852: 0.7261, 2862: 0.7458, 2864: 0.8, 2866: 0.7458, 2869: 0.9231, 2874: 0.495, 2875: 0.6293, 2877: 0.8, 2878: 0.7385, 2881: 0.7261, 2888: 0.8, 2889: 0.7458, 2894: 0.5809, 2895: 0.8, 2903: 0.5809, 2934: 0.4999, 2958: 0.7385, 2961: 0.6817, 2976: 0.4999, 3032: 0.6293, 3148: 0.8752, 3164: 0.8, 3176: 0.6293, 3199: 0.4999, 3265: 0.5134, 3267: 0.7458, 3309: 0.4999}",[578],"['ethiopia : three killed, including an ric aid worker, in an attack in the tigray region of ethiopia .']",[0.4499170184135437],[0.3333333333333333],[0.9737],[0.4422963344264887],Valid
